"Word";"Phonetics";"DateEntryWord";"Definition";"RandomNumber";"CounterWords";"CumulWord";"Transl_F";"TypeOfWord";"Sentence";"DateSource";"TitleOfArticle";"Content";"Source"
"freak";" ";20.4.1994 00:00:00;" ";263;0;0;"(abnormal person or animal) monstre, ph�nom�ne";"adjectif";"There is a basic human emotion which gnaws at the viscera whenever animal life is subject to human intervention, and a Gothic distrust of loopy scientists creating freaks.";;"Why life will never be the same again.";;"Life Magazine"
"loopy";" ";20.4.1994 00:00:00;" ";510;0;0;"???";"adjectif";"There is a basic human emotion which gnaws at the viscera whenever animal life is subject to human intervention, and a Gothic distrust of loopy scientists creating freaks.";;"Why life will never be the same again.";;"Life Magazine"
"to gnaw";" ";20.4.1994 00:00:00;" ";0;0;0;"vi (lit. fig.) ronger";"adjectif";"There is a basic human emotion which gnaws at the viscera whenever animal life is subject to human intervention, and a Gothic distrust of loopy scientists creating freaks.";;"Why life will never be the same again.";;"Life Magazine"
"scary";" ";20.4.1994 00:00:00;" ";353;0;0;"adj. qui donne des frissons, angoissant";"adjectif";"Boundaries between species may, in the public mind, be the most scary ones to breach, but they are not the only barriers destined to fall.";;"Why life will never be the same again.";;"Life Magazine"
"to breach";" ";20.4.1994 00:00:00;" ";187;0;0;"vt wall ouvrir une br�che dans, faire un trou dans";"adjectif";"Boundaries between species may, in the public mind, be the most scary ones to breach, but they are not the only barriers destined to fall.";;"Why life will never be the same again.";;"Life Magazine"
"ark";" ";20.4.1994 00:00:00;" ";510;0;0;"(HIst.) arche";"adjectif";"Like Noah, his committee stands at the gangplank of the ark, punching out tickets to the future: this new species can come on board, that new species can�t. How can mere mortals handle such responsibility?";;"Why life will never be the same again.";;"Life Magazine"
"gangplank";" ";20.4.1994 00:00:00;" ";0;0;0;"passerelle (de d�barquement)";"adjectif";"Like Noah, his committee stands at the gangplank of the ark, punching out tickets to the future: this new species can come on board, that new species can�t. How can mere mortals handle such responsibility?";;"Why life will never be the same again.";;"Life Magazine"
"weird";" ";20.4.1994 00:00:00;" ";14;0;0;"adj. (eerie) surnaturel, myst�rieux
(odd) bizarre";"adjectif";"the answer lies with a weird bit of microscopic sexual perversity involving a bacterium called Agrobacterium";;"Why life will never be the same again.";;"Life Magazine"
"wizard";" ";20.4.1994 00:00:00;" ";214;0;0;"magicien, enchanteur, sorcier";"adjectif";"He is a gene-splicer, a Welsh wizard whose bag of tricks is the human body and whose unquenchable ambition is to do a vanishing act with desease.";;"Why life will never be the same again.";;"Life Magazine"
"to argue about";" ";11.5.1996 00:00:00;"discuss in a controversial way; express disagreement about";0;0;0;" ";"adjectif";"He�s a crook; and that�s not something that can be argued about.";;;;"Jokes"
"to cut off (1)";"3";27.4.1996 00:00:00;" ";700;0;0;;"adjectif";"Final notice: Unless your outstanding account is paid within seven days of the date on this notice, we regret that we shall be obliged to cut off your supply of electricity.";16.10.1989 00:00:00;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to hanker after/for";"d";5.4.1996 00:00:00;" ";23;0;0;"vi. aspirer �, avoir envie de, r�ver de";"adjectif";"It was quite an important journal of its kind, but he was ambitious and hankering for Fleet Street.";9.12.1996 00:00:00;;;"Time"
"to hanker after/for";"d";5.4.1996 00:00:00;" ";23;0;0;"vi. aspirer �, avoir envie de, r�ver de";"adjectif";"She got rid of nearly all the raw fish without hankering much after a gravy dinner and cider.";9.12.1996 00:00:00;;;"Time"
"to accustom oneself to";" ";25.4.1996 00:00:00;"learn to accept; get used to
often preceded by find it difficult/easy/hard to";700;0;0;" ";"adjectif";"The old man slowly accustomed himself to life without companionship.";;;;"Jokes"
"to ask after";"d";13.5.1996 00:00:00;"seek news of (the health of); inquire after (qv)";0;0;0;" ";"adjectif";"Don�t forget to ask after your uncle when you see Mary this afternoon.";;;;"Jokes"
"to arrange for";" ";13.5.1996 00:00:00;"make plans for";0;0;0;" ";"adjectif";"I�ll arrange for the parcel to be delivered first thing tomorrow.";;;;"Jokes"
"to wipe out";"d";27.4.1996 00:00:00;" ";700;0;0;"(annihilate) town, people, army an�antir";"adjectif";"The whole of life on the earth might be wiped out with little compunction.";;;;"Jokes"
"to stave off";"d";16.3.1996 00:00:00;" ";700;0;0;"vt. sep danger �carter, conjurer; threat dissiper, conjurer";"adjectif";"He stuffed down quantities of bread, trying to stave off increasing stabs of hunger.";;;;"Jokes"
"to arouse (from)";" ";12.5.1996 00:00:00;"make conscious; awaken (from) (qv)";700;0;0;" ";"adjectif";"Mr Murray was aroused from his slumber by his wife whispering urgently in his ear, ""There�s a burglar downstairs!""";;;;"Jokes"
"to gang up against/on";"d";1.11.1995 00:00:00;" ";436;0;4;"vi se mettre � plusieurs (to do pour faire)";"adjectif";"The spokesman said that Australia, Canada and New-Zealand would not gang up against Britain�s joining the Common Market.";;;;"Jokes"
"to arrange for";" ";13.5.1996 00:00:00;"make plans for";0;0;0;" ";"adjectif";"I�ve arranged for a car to pick them up at the station.";;;;"Jokes"
"to come in (3)";"d";6.3.1992 00:00:00;" ";267;0;5;;"adjectif";"""We haven�t any nylon net curtains in stock just at present; but they should come in any moment now"".";;;;"Jokes"
"to lock up (in)";"d";5.4.1996 00:00:00;" ";700;0;0;"criminal mettre sous les verrous or en prison
mental patient etc. enfermer";"adjectif";"""Where is he now, locked up?"" ""No, he�s dead.""";;;;"Jokes"
"to gobble up";"d";2.4.1996 00:00:00;" ";267;0;1;"vt food engloutir; engouffrer, avaler gloutonnement";"adjectif";"The fourth-generation machine could gobble up work at a quite fantastic rate.";;;;"Jokes"
"to take off";"d";5.4.1996 00:00:00;" ";700;0;1;"vt sep (remove) garment enlever, �ter, retirer
item on menu, train, bus supprimer";"adjectif";"Two detectives have been taken off the inquiry to help with a murder case.";;;;"Jokes"
"to spark off";"vu";5.4.1996 00:00:00;" ";700;0;0;"vt. rebellion, complaints, quarrel provoquer, d�clencher
interest, enthusiasm susciter, �veiller (in sb chez qn)";"adjectif";"Local fighting might spark off a major war..
The notorious third Reith lecture sparked off the present wave of preoccupation on the subject of sex.";;;;"Jokes"
"to put on";"d";12.3.1994 00:00:00;" ";700;0;0;"(make available etc) concert, play, show organiser
film projeter";"adjectif";"Here is Claudian�s description of the show put on by Manlius Theodorus in AD 399.";;;;"Jokes"
"to usher in";"d";5.4.1996 00:00:00;" ";700;0;0;"vt sep person introduire, faire entrer
(fig) period, season inaugurer, commencer";"adjectif";"It would be unwise to assume that the July elections will  usher in a new millenium.";;;;"Jokes"
"to boil down to";"d";20.4.1994 00:00:00;" (may) be summarized, or stated in outline, as; summarize, state in outline, as";642;0;1;"vi [jam etc] se r�duire
(fig) se ramener, revenir (to,�)
Tout cela revient absolument au m�me";"adjectif";"[B3] He boiled a boring rigmarole down to one or tow brief sentences.";;;;"Jokes"
"to set up";"d";16.5.1996 00:00:00;" ";700;0;0;;"adjectif";"An operations room was set up in the Home Office with teleprinter links nad weather charts.";;;;"Jokes"
"to notch up";"d";27.3.1996 00:00:00;" ";700;0;0;"vt. sep score, point etc. marquer";"adjectif";"Our teams have notched up a number of wins in matches against visiting sides.";23.3.1996 00:00:00;;;"Time"
"to arise from";" ";12.5.1996 00:00:00;"have its origin in; be due to, be caused by";0;0;0;" ";"adjectif";"His condition will not improve until the cause from which it arises is removed.";;;;"Jokes"
"to come over (2)";"d";6.3.1992 00:00:00;" ";652;0;1;"Il est venu passer quelques mois en Angleterre";"adjectif";"He came over as a fine politician. R&C";;;;"Jokes"
"to come over (3)";"3";6.3.1992 00:00:00;" ";16;0;0;"Il a donn� l�impression d��tre un bon homme politique";"adjectif";"He came over as a fine politician. R&C";;;;"Jokes"
"to buy off";"d";5.4.1996 00:00:00;" ";700;0;1;"vt sep (bribe) person, group acheter (le silence de)";"adjectif";"Don�t ignore his threats to report you: he�ll have to be bought off.";;;;"Jokes"
"to ask (for)";;16.5.1996 00:00:00;"request";0;0;0;;"adjectif";"I only wanted a little equipment for my research, but it was like asking for the moon.";;;;"Jokes"
"to put off";"d";5.4.1996 00:00:00;" ";700;0;1;"(postpone) departure, appointment, meeting retarder, ajourner, repousser
decision remettre � plus tard, diff�rer";"adjectif";"I�ve been putting it off and not thinking about it, hoping that something would turn up.";;;;"Jokes"
"to atone for";"d";7.5.1996 00:00:00;"make repayment for; make amends (to) (for) (qv)";1;0;0;;"adjectif";"Your son is doing his best to atone for his bad behaviour last night.";;;;"Jokes"
"to call on/upon (to do sth)";"d";13.5.1996 00:00:00;" ";0;0;0;;"adjectif";"He was seldom called upon to speak at these gatherings.";;;;"Jokes"
"to bank on (2)";"3";19.4.1996 00:00:00;"find reliable, depend on/upon (qv)";8;0;0;"vt fus (fig) compter sur";"adjectif";"Those brakes can�t be banked on if we have to pull up suddenly.";13.4.1996 00:00:00;"Short circuit";" the decision of the Monopolies and Mergers Commission to approve two big electricity mergers will reduce competition and harm consumers.";"The Economist"
"to live off/on";"d";27.4.1996 00:00:00;" ";0;0;0;"vt fus fruit, rice vivre de; (depend financially on) vivre aux d�pens de";"adjectif";"""I can�t live on air!""";;;;"Jokes"
"to push through";"d";5.4.1996 00:00:00;" ";700;0;0;"(fig) deal, business conclure � la h�te;
decision faire accepter � la h�te.";"adjectif";"We�re trying to push legislation through before the Christmas recess.";;;;"Jokes"
"to come across";"d";27.4.1996 00:00:00;" ";0;0;0;"vt fus thing trouver par hasard; person rencontrer par hasard";"adjectif";"Did you come across any old photographs of the family when you were looking through the lumber-room?";;;;"Jokes"
"to tear down";"d";19.4.1996 00:00:00;" ";700;0;0;"vt sep poster, flag arracher (from de); building d�molir";"adjectif";"Streets of terrace houses have been torn down to make way for blocks of council flats.";;;;"Jokes"
"to bump into";"d";9.5.1996 00:00:00;" ";0;0;0;"[person] butter contre; se cogner contre
(*:meet) rencontrer par hasard, tomber sur";"adjectif";"You know, you remind me of a bloke I bumped into once, just the other side of the Guildford bypass.";;"The need for greed.";"It is commonly argued that to get company bosses to pursue their interests, shareholders should turn them into owners. Should they?";"The Economist"
"to put off";"d";5.4.1996 00:00:00;" ";700;0;1;"(postpone) departure, appointment, meeting retarder, ajourner, repousser
decision remettre � plus tard, diff�rer";"adjectif";"Their translation into reality is put off until the Greek Calends.";;;;"Jokes"
"to call on/upon (to do sth)";"d";13.5.1996 00:00:00;" ";0;0;0;;"adjectif";"""I will now call on Mr White to propose a vote of thanks to the Committee.""";;;;"Jokes"
"to call for";"d";5.4.1996 00:00:00;" ";0;0;0;"(fig) courage demander, exiger, n�cessiter";"adjectif";"""You�ve got the job? This calls for a drink!""";;;;"Jokes"
"to notch up";"d";27.3.1996 00:00:00;" ";700;0;0;"vt. sep score, point etc. marquer";"adjectif";"We notched up one or two rabbits in a day�s shooting.";23.3.1996 00:00:00;;;"Time"
"to gang up against/on";"d";1.11.1995 00:00:00;" ";436;0;4;"vi se mettre � plusieurs (to do pour faire)";"adjectif";"If ever the two boys tried to tease their sister, all her friends used to gang up on them.";;;;"Jokes"
"to fall back on (sth) (fig)";"d";16.3.1996 00:00:00;" ";388;0;5;"avoir recours � qch.";"adjectif";"He grasps at things greedily, like a child, just because he hasn�t any inner certainty to fall back on.";;;;"Jokes"
"to fall back on (sth) (fig)";"d";16.3.1996 00:00:00;" ";388;0;5;"avoir recours � qch.";"adjectif";"And if the scheme didn�t work there was always the Home Secretary�s plan to fall back on.";;;;"Jokes"
"to bail out";"d";21.1.1996 00:00:00;"free until trial by payment of a cash guarantee";700;0;0;"vt. person, firm renflouer, tirer d�affaire
project renflouer";"adjectif";"An anonymous well-wisher bailed the prisoners out.";20.1.1996 00:00:00;;;"Time"
"to cut off (2)";"d";27.4.1996 00:00:00;" ";700;0;0;;"adjectif";" The workman had a finger cut off by the machine he was operating- a moment of inattention, and it was too late.";;;;"Jokes"
"to come by";"d";5.4.1996 00:00:00;" ";0;0;0;"vt fus (obtain) object obtenir, se procurer
idea, opinion se faire";"adjectif";"I hope you came by all that money honestly. OD";;;;"Jokes"
"to bring in";"d";5.4.1996 00:00:00;" ";700;0;0;"vt sep (introduce) fashion lancer,
custom, legislation introduire";"adjectif";"A back-bencher is bringing in a Bill designed to remove the present anomalies in the Purchase-Tax Schedule.";;;;"Jokes"
"to break off";"d";11.5.1996 00:00:00;" ";700;0;0;;"adjectif";"Napier broke off the pursuit.";;;;"Jokes"
"to bring in";"d";5.4.1996 00:00:00;" ";700;0;0;"vt sep (introduce) fashion lancer,
custom, legislation introduire";"adjectif";"Legislation is being brought in to revise the Homicide Act.";;;;"Jokes"
"to burn out (3)";"d";12.3.1994 00:00:00;" ";198;0;0;"vi [fire, candle] s��treindre; [light bulb] griller, sauter";"adjectif";"Burnt-out armatures in most cases are rewound. OD";;;;"Jokes"
"to buy off";"d";5.4.1996 00:00:00;" ";700;0;1;"vt sep (bribe) person, group acheter (le silence de)";"adjectif";"""If you�re trying to buy me off, I�m afraid you�ve come to the wrong person.""";;;;"Jokes"
"to call for";"d";5.4.1996 00:00:00;" ";0;0;0;"(fig) courage demander, exiger, n�cessiter";"adjectif";"The identification of blood groups and the analysis of ink in forged documents can call for considerable skill.";;;;"Jokes"
"to call in";"d";8.5.1996 00:00:00;" ";700;0;0;;"adjectif";"How many of the cars have been called in?";;;;"Jokes"
"to chalk up";"d";6.5.1996 00:00:00;" ";700;0;0;;"adjectif";"In the first six months of this year the hotel-owner will have chalked up, round the world, thirteen opening ceremonies.";;;;"Jokes"
"to come across";"d";27.4.1996 00:00:00;" ";0;0;0;"vt fus thing trouver par hasard; person rencontrer par hasard";"adjectif";"I came across an old friend in Oxford Street this morning.";;;;"Jokes"
"to come over (3)";"3";6.3.1992 00:00:00;" ";16;0;0;"Il a donn� l�impression d��tre un bon homme politique";"adjectif";"Of course, she tries to win sympathy by coming the badly-used little woman over everybody.";;;;"Jokes"
"to boast (about/of)";"d";19.4.1996 00:00:00;"speak in praise of oneself, one�s achievements etc.";145;0;0;"vi se vanter (about, of de)";"adjectif";"The Minister said that this Government had done more than any other to combat inflation. It was a record of which they could justifiably boast.";;;;"Jokes"
"to come up";"d";8.5.1996 00:00:00;" ";0;0;0;;"adjectif";"One of my bonds came up in the last draw: I won a $25 prize.";;;;"Jokes"
"to crop up";"d";8.4.1996 00:00:00;" ";0;0;0;"vi. [questions, problems] surgir, survenir, se pr�senter";"adjectif";"""Why don�t you stay at home tomorrow? I can call you if anything crops up in the office."" OD";;;;"Jokes"
"to argue about";" ";11.5.1996 00:00:00;"discuss in a controversial way; express disagreement about";0;0;0;" ";"adjectif";"While they were arguing about who should cook the dinner, the dog ran off with the meat.";;;;"Jokes"
"to dole out";"d";19.4.1996 00:00:00;" ";700;0;0;;"adjectif";"Receipts from the mails go straight to the US Treasury, which then doles out only whatever sum is authorized by the purse-holders on Capitol Hill.";;;;"Jokes"
"to draw oneself up";"d";11.5.1996 00:00:00;" ";700;0;0;;"adjectif";"When I apologized for the mess in his car, he drew himself up, looked me in the face, and said: ""Sir, it�s an honour.""";;;;"Jokes"
"to drum up";"d";29.4.1996 00:00:00;" ";267;0;1;;"adjectif";"Fresh soldiers were drummed up from a nearby wood.";;;;"Jokes"
"to fall back on (sth) (fig)";"d";16.3.1996 00:00:00;" ";388;0;5;"avoir recours � qch.";"adjectif";"If the men didn�t respond to a reasoned approach there were other methods we could fall back on.";;;;"Jokes"
"to wash off";"d";1.5.1996 00:00:00;" ";700;0;0;"remove sth from the surface of a material etc, by washing it";"adjectif";"I tried to remove the grease spots from the wall but they wouldn�t wash off.";;;;"Jokes"
"to fend off";"d";22.4.1994 00:00:00;" ";151;0;3;"vt sep. low parer; attack d�tourner
awkward question �carter, �luder";"adjectif";"He neatly fended off a jab at his chest.";;;;"Jokes"
"to approve of (2)";" ";11.5.1996 00:00:00;"accept; support";0;0;0;" ";"adjectif";"Don�t expect him to approve of your design straight away.";;;;"Jokes"
"to come by";"d";5.4.1996 00:00:00;" ";0;0;0;"vt fus (obtain) object obtenir, se procurer
idea, opinion se faire";"adjectif";"It�s difficult to come by first editions of Pope�s works.";;;;"Jokes"
"to draw oneself up";"d";11.5.1996 00:00:00;" ";700;0;0;;"adjectif";"Robert�s manner changed in an instant. He drew himself up portentously, walked stiff-legged over to the table, and sat down.";;;;"Jokes"
"to balk at";"d";24.4.1996 00:00:00;"hesitate or refuse to face or accept; jib at (qv)";0;0;0;;"adjectif";"His horse balked at the water jump";;;;"Jokes"
"to ask out (to)";;16.5.1996 00:00:00;"invite to go out (usu for a treat of some kind, whether stated or not)";700;0;0;;"adjectif";" When Mrs Hughes discovered that her husband had asked his secretary out to dinner, she was furious.";;;;"Jokes"
"to bring in";"d";5.4.1996 00:00:00;" ";700;0;0;"vt sep (introduce) fashion lancer,
custom, legislation introduire";"adjectif";"The other side clearly doesn�t regard such agreements as binding: they can be torn up at will. OD";;;;"Jokes"
"to chalk up";"d";6.5.1996 00:00:00;" ";700;0;0;;"adjectif";" A group of Britons have chalked up a British record by descending nearly 4000 feet down a cave in France.";;;;"Jokes"
"to ask (of)";;16.5.1996 00:00:00;"request sb to behave, hope he will behave, in a certain way; expect (of) (qv)";700;0;0;;"adjectif";"""Aren�t you asking rather a lot of your son- expecting him to ve top of his class in every subject?""";;;;"Jokes"
"to ask (for)";;16.5.1996 00:00:00;"request";0;0;0;;"adjectif";"When he was found guilty, he asked for fifteen other offences to be taken into consideration.";;;;"Jokes"
"to pull off";"d";5.4.1996 00:00:00;" ";700;0;0;"(fig) plan, aim r�aliser; deal mener � bien, conclure";"adjectif";"""We did it, we�ve pulled it off, we�ve won.""";;;;"Jokes"
"to ask (for)";;16.5.1996 00:00:00;"request";0;0;0;;"adjectif";"If you get into difficulties, don�t hesitate to ask for advice.";;;;"Jokes"
"to mow down";"d";27.4.1996 00:00:00;" ";29;0;1;"vt sep (fig) people, troops faucher";"adjectif";"The first wave of assault troops was mown down before it had passed through its own wire.";;"Trail of Shame: Elephants face a grim struggle against greed and deceit";;"Time"
"to break off";"d";11.5.1996 00:00:00;" ";700;0;0;;"adjectif";"""Aren�t they getting married then?"" ""No, they�ve broken it off.""";;;;"Jokes"
"to ask out (to)";;16.5.1996 00:00:00;"invite to go out (usu for a treat of some kind, whether stated or not)";700;0;0;;"adjectif";"I�ve been asked out for the evening by the boy next door.";;;;"Jokes"
"to prop up";"vu";9.3.1996 00:00:00;" ";700;0;0;"(fig) r�gime maintenir
(Fin) the pound venir au secours de";"adjectif";"The Minister said that it was not the duty of any government to prop up a failing company, no matter how prestigious its name. OD";;"Spain loses";;"The Economist"
"to drum up";"d";29.4.1996 00:00:00;" ";267;0;1;;"adjectif";"The minister has managed to drum up some support for the idea.";;;;"Jokes"
"to take in";"d";8.5.1996 00:00:00;" ";700;0;0;;"adjectif";"Her accusation took in not only Mrs Curry, but Mrs Craddock also.";;;;"Jokes"
"to ask (of)";;16.5.1996 00:00:00;"request sb to behave, hope he will behave, in a certain way; expect (of) (qv)";700;0;0;;"adjectif";"""May I ask a favour of you? Would you lend me your lecture notes?""";;;;"Jokes"
"to pepper with";"d";30.4.1996 00:00:00;" ";700;0;0;;"adjectif";"The dog went off to fetch in the dead rabbit. It was peppered with shot all down one side.";;"Mr Wolfensohn�s new clients";"James Wolfensohn, the World Bank�s new boss, is trying to reinvent the organisation. First, however, he ought to decide what business it should be in.";"The Economist"
"to show over";"d";11.5.1996 00:00:00;" ";700;0;0;;"adjectif";"""I�ll get a guide to show you over the factory.""";;;;"Jokes"
"to hold up as an example";"d";12.3.1994 00:00:00;" ";700;0;0;"vt (support) soutenir";"adjectif";"I wish he�d stop holding up the elder brother as an example to emulate; it�s bad for the young one�s confidence.";;"Creating a new company culture";;"Fortune"
"to ask (of)";;16.5.1996 00:00:00;"request sb to behave, hope he will behave, in a certain way; expect (of) (qv)";700;0;0;;"adjectif";"You can�t expect the man to work seven days a week: that�s too much to ask (of anyone).";;;;"Jokes"
"to back down";"d";27.3.1996 00:00:00;"retract, withdraw (charges, claims, accusations etc)";0;0;0;"vi. (lit) descendre � reculons
(fig.) se d�rober, se d�gonfler";"adjectif";"Even those who seemed to have good reason to criticize have backed down. OD";;;;"Jokes"
"to balk at";"d";24.4.1996 00:00:00;"hesitate or refuse to face or accept; jib at (qv)";0;0;0;;"adjectif";"Our accountant balked at the high cost of the new proposals";;;;"Jokes"
"to bank on (1)";"d";19.4.1996 00:00:00;"confidently expect, reckon on/upon (qv)";381;0;0;;"adjectif";"Stupidly, I had only banked on catching two or three animals, so had not brought a really large cage with me.";;;;"Jokes"
"to tug across, along, away etc";"d";29.4.1996 00:00:00;" ";700;0;0;"(drag) tire, tra�ner";"adjectif";" A day in town isn�t much fun if you have to tug a couple of children around with you.";;;;"Jokes"
"to act  on/upon (1)";" ";27.4.1996 00:00:00;"affect; have an effect on";0;0;0;" ";"adjectif";"On which part of the brain does this drug act?";;;;"Jokes"
"to ease off";"d";27.3.1996 00:00:00;" ";0;0;0;"vi. (slow down) ralentir; (work less hard) se rel�cher
[pressure] diminuer; [work, business] devenir plus calme.";"adjectif";"For four days and nights the curve continued to decline but on the fifth day the decline eased off.";23.3.1996 00:00:00;;;"Time"
"to afflict with";" ";2.5.1996 00:00:00;"cause to suffer or be preoccupied with; bother with";700;0;0;" ";"adjectif";"It�s awful to be afflicted with a sense of inferiority.";;;;"Jokes"
"to advise on";" ";2.5.1996 00:00:00;"give advice about";0;0;0;" ";"adjectif";"""Have you ever been advised on the best way of exploiting your talents as a singer?""";;;;"Jokes"
"to admit of";" ";1.5.1996 00:00:00;"allow; leave room for";0;0;0;" ";"adjectif";"His statement admits of one interpretation only: that he was fully aware of what he was doing.";;;;"Jokes"
"to adjust (oneself) to";" ";1.5.1996 00:00:00;"change one�s outlook or behaviour to suit; adapt (oneself) to (qv)";0;0;0;" ";"adjectif";"Jenkins was well adjusted to the society in which he lived.";;;;"Jokes"
"to adhere to (1)";" ";1.5.1996 00:00:00;"maintain; not depart from";0;0;0;" ";"adjectif";"We decided to adhere to our original plan, in spite of the appalling weather.";;;;"Jokes"
"to address oneself to";" ";29.4.1996 00:00:00;"tackle; give one�s full attention to";700;0;0;" ";"adjectif";"There are two questions to which I will address myself in this lecture.";;;;"Jokes"
"addicted (to)";;29.4.1996 00:00:00;" have formed, (be) devoted to , as a strong, almost unbreakable habit";700;0;2;;"adjectif";"He was addicted to Westerns through regular attendance at the Saturday-morning shows for children.";;;;"Jokes"
"to tuck up (in bed)";" ";27.4.1996 00:00:00;"make sb comfortable in bed by drawing the sheets etc up around him";700;0;0;" ";"adjectif";"The children are all safely tucked up in bed.";;;;"Jokes"
"to agree with";" ";3.5.1996 00:00:00;"suit sb�s digestion, health, temperament or character
us neg or interr.";0;0;0;" ";"adjectif";"""Does the sea-air agree with you?"" ""Rather! I thrive on it.""";;;;"Jokes"
"to adapt to";" ";27.4.1996 00:00:00;"modify, rearrange, make fit, for";700;0;0;" ";"adjectif";"The ships were found to be unsuitable for the conditions to which they had supposedly been adapted.";;;;"Jokes"
"to agree (on/upon)";" ";2.5.1996 00:00:00;"reach or make an agreement concerning; find (sth) which is mutually acceptable.";0;0;7;" ";"adjectif";"It seemed as though the two sides would never agree (on an end to hostilities)";;;;"Jokes"
"to act on/upon (2)";" ";26.4.1996 00:00:00;"follow, take; take action (on) (qv)";0;0;0;" ";"adjectif";"If my advice had been acted upon, the firm would not have gone bankrupt.";;;;"Jokes"
"to act for";" ";26.4.1996 00:00:00;"represent; perform sb�s duties etc on his behalf";0;0;0;" ";"adjectif";"During the sergeant-major�s absence on a training course, the senior sergeant acted for him.";;;;"Jokes"
"to accustomed to";" ";25.4.1996 00:00:00;"have learned to expect or accept; (be) used to (qv)";700;0;1;" ";"adjectif";"You�ll soon get accustomed to the change of climate.";;;;"Jokes"
"to accustom oneself to";" ";25.4.1996 00:00:00;"learn to accept; get used to
often preceded by find it difficult/easy/hard to";700;0;0;" ";"adjectif";"She thought she would never accustom herself to eating nothing but fruit and vegetables.";;;;"Jokes"
"to accuse (of)";" ";25.4.1996 00:00:00;"say that sb is guilty (of)
often followed by an -ing form";0;0;0;" ";"adjectif";"I�ve been accused of many things in my life, but never of cowardice.";;;;"Jokes"
"to account for";" ";24.4.1996 00:00:00;"explain";0;0;0;" ";"adjectif";"""The record-player�s out of order."" ""Oh, that would account for the strange noise it�s making.""";;;;"Jokes"
"to accord with";" ";24.4.1996 00:00:00;"match, be in agreement with; correspond (to/with) (qv)";0;0;0;" ";"adjectif";"His behaviour does not accord with my idea of a gentleman.";;;;"Jokes"
"to absent oneself (from)";" ";23.4.1996 00:00:00;" ";0;0;0;"[B2 emph rel] (formal)";"adjectif";"The Chairman of the housing committee delibaretely absented himself from the meeting, realizing that he could not face up to the criticisms of his opponents.";;;;"Jokes"
"to abscond (from)";" ";18.4.1996 00:00:00;"go away (from), leave (unlawfully)";0;0;0;" ";"adjectif";"""You have twice absconded from an open prison, where you had every opportunity of living a reasonable, if restricted, life, "" said the magistrate. """;;;;"Jokes"
"to adapt (oneself) to";" ";27.4.1996 00:00:00;"change one�s outlook or behaviour to suit; adjust (oneself) to (qv)";0;0;0;" ";"adjectif";"The new teacher was very slow to adapt to the unusual rules of the school.";;;;"Jokes"
"to answer for (1)";" ";8.5.1996 00:00:00;"be responsible for, be blamed for";0;0;0;" ";"adjectif";"If you insist on carrying out this mad experiment I won�t answer for the consequences.";;;;"Jokes"
"to argue about";" ";11.5.1996 00:00:00;"discuss in a controversial way; express disagreement about";0;0;0;" ";"adjectif";"""What are you two arguing about?""";;;;"Jokes"
"to approve of (2)";" ";11.5.1996 00:00:00;"accept; support";0;0;0;" ";"adjectif";"If my plan isn�t approved of by the Committee, all my work will have been wasted.";;;;"Jokes"
"to approve of (1)";" ";11.5.1996 00:00:00;" ";0;0;0;"[A2 pass rel]
o: him etc; attitude, behaviour; manner, appearance";"adjectif";"""His new mother-in-law doesn�t exactly approve of him, does she?""";;;;"Jokes"
"to apprise of";" ";10.5.1996 00:00:00;"make aware of; inform of";700;0;0;" ";"adjectif";"Nobody was willing to apprise the President of the great danger in which the country stood.";;;;"Jokes"
"to apply (to) (for)";" ";10.5.1996 00:00:00;"make a request (to sb), usu in writing (for sth)";0;0;0;" ";"adjectif";"Those over fifty need not apply.";;;;"Jokes"
"to apply oneself to";" ";10.5.1996 00:00:00;"put all one�s energy and time into";700;0;0;" ";"adjectif";"Had he applied himself as enthusiastically to work as to pleasure he might have been very successful.";;;;"Jokes"
"to apply (to)";" ";9.5.1996 00:00:00;;0;0;0;" ";"adjectif";"The categories to whom the charges do not apply are: persons under the age of 21 and old age pensioners.";;;;"Jokes"
"to ask after";"d";13.5.1996 00:00:00;"seek news of (the health of); inquire after (qv)";0;0;0;" ";"adjectif";"They all seemed very concerned; and your health was asked after.";;;;"Jokes"
"to hold up (1)";" ";17.4.1996 00:00:00;"delay; halt";381;0;11;" ";"adjectif";"""What�s the holdup?"" We�re usually on our way by now.""";;;;"Jokes"
"to agree (on/upon)";" ";2.5.1996 00:00:00;"reach or make an agreement concerning; find (sth) which is mutually acceptable.";0;0;7;" ";"adjectif";"Once the price for the land has been agreed upon, we can go ahead and build the house.";;;;"Jokes"
"to answer for (2)";" ";8.5.1996 00:00:00;"speak, or accept responsibility, on behalf of";0;0;3;" ";"adjectif";"They all agree with me except one person: Mr Johnson is the one for whom I can�t answer.";;;;"Jokes"
"to hold up (2)";" ";17.4.1996 00:00:00;"force by the threat of violence to hand over money or valuables";700;0;2;" ";"adjectif";"After the holdup, the gang got away in a fast car. OD
in current usage nom is holdup (without a hyphen)";;;;"Jokes"
"to amount to";" ";8.5.1996 00:00:00;"be equal to, reach, a total; add up to (qv)
often neg.";0;0;1;" ";"adjectif";"His total wordly possessions amounted to little more than the clothes he stood up in.";;;;"Jokes"
