"ID_Word_I";"Word";"TypeOfWord";"Artikel_ref";"Nature_ref";"Sentence";"F-translation";"DateEntryWord";"DateSource";"Source_ref";"TitleOfArticle";"Definition_I";"RandomNumber";"CounterWord";"CumulWord";"Gramm"
206;"spalla";;"la";0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"1. l´épaule; (fig) prendersi qc sulle spalle; (fig) vivere alle spalle di q. 
2. le dos: parlare dietro le spalle di q.";;;0;;;1,00;0,00;0,00;0
207;"colmàre";;;0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"vt. remplir jusqu´au bord
2. (fig) combler, remplir: la notizia gli ha colmato il cuore di gioia
3. combler: - q. di gentilezze";;;0;;;1,00;0,00;0,00;0
208;"scòrrere";;;0;"Fragore di battaglia riempe la stanza, mentre nubi di fumo caldo gli penetrano nel naso, rendendogli difficile il respiro. Di fronte a lui è in piedi un uomo imponente in armatura, col viso selvaggio e la spada sguainata. (L´uomo nel cerchio) distende ver";"vi. 1. (pr e fig) couler: fai - l´acqua; una phrase che scorre bene
2. (scivolare) glisser
3. (di tempo) s´écouler";;;0;;;1,00;0,00;0,00;0
209;"rintracciàre";;;0;"Avete osservato che cosa succedeva dentro di voi mentre stavate leggendo la descrizione del rituale magico?
Prendetevi un momento di tempo e cercate di rintracciare le vostre reazioni: potrebbero chiarirvi l´atteggiamento che avete verso l´irrazionale.";"vt. 1. dépister: - il colpevole
2. retrouver, joindre: non so dove rintracciarlo
3. (scoprire) découvrir";14.5.1996 00:00:00;;0;;;1,00;0,00;0,00;0
210;"improntàre";;;0;"Le risposte di tipo storico-sociologico a questa domanda non mancano, per lo più improntate a un giudizio negativo. La tendenza a rivolgersi verso l´irrazionale sarebbe una reazione di paura e di fuga di fronte agli insolubili problemi sociopolitici, all´";"vt. imprimer: - un sigillo nella cera
2. (fig) empreindre: - il volto a tristezza";;;0;;;1,00;0,00;0,00;0
211;"l´inquinaménto";;;0;"Le risposte di tipo storico-sociologico a questa domanda non mancano, per lo più improntate a un giudizio negativo. La tendenza a rivolgersi verso l´irrazionale sarebbe una reazione di paura e di fuga di fronte agli insolubili problemi sociopolitici, all´";"la pollution";;;0;;;1,00;0,00;0,00;0
212;"trascuràre";;;0;"Queste argomentazioni possono essere in buona parte giuste, ma trascurano il fatto che i nuovi paradigmi cominciano sempre là dove meno ci si aspetta.
Rivolgersi all´irrazionale significa solo fuggire dalle responsabilità politico-sociali?";"vt. négliger: - la famiglia
2. (dimenticare) oublier, omettre
3. (fig) mépriser: - i particolari";;;0;;;1,00;0,00;0,00;0
213;"purché";;;0;"Mitologia, magia, mistica e meditazione non potrebbero aprirci vie d´accesso a una più adeguata comprensione della realtà e dinamica della psiche, purché le liberiamo dei loro accessori acritici, infantili e superstiziosi?";"1. cong. (in prop. condiz. con il v. al congiunt.)
pourvu que, à condition que
ti apetterò - tu faccia presto";;;0;;;1,00;0,00;0,00;0
214;"rigoglioso";;;0;"L´uomo moderno vive nel contesto di relazioni magiche molto più di quanto non creda. Non si intende con questo parlare dei residui, pur ancora rigogliosi, delle vecchie superstizioni, degli usi e costumi magici e religiosi, ma della normale vita quotidian";"agg. 1. vigoureux
2. (di vegetazione) exubérant, luxuriant
3. (fig) florissant: industria rigogliosa";;;0;;;1,00;0,00;0,00;0
215;"sovrappórre";;;0;"Alla maggior parte dei nostri rapporti interpersonali si sovrappongono magicamente immagini che ,ad esempio, attribuiscono al partner pregi o difetti dei nostri genitori, o ci fanno apparire i superiori nelle vesti dei severi inseganti che abbiamo conosci";"vt. 1. superposer
2. (fig) faire prévaloir";;;0;;;1,00;0,00;0,00;0
216;"prègio";;"il";0;"Alla maggior parte dei nostri rapporti interpersonali si sovrappongono magicamente immagini che ,ad esempio, attribuiscono al partner pregi o difetti dei nostri genitori, o ci fanno apparire i superiori nelle vesti dei severi inseganti che abbiamo conosci";"1. (valore) la valeur: è roba di poco -
2. (qualità) la qualité: i pregi letterari di un´opera
3. (merito) le mérite: farsi un - di qc.";;;0;;;1,00;0,00;0,00;0
217;"repentàglio";;"il";0;"Ogni trasformazione o pericolo che minacci questi oggetti carichi di valore magico può quindi mettere gravemente a repentaglio i nostro senso d´identità.";"le danger: mettere a - la propia vita";;;0;;;1,00;0,00;0,00;0
218;"caricàre";;;0;"Ogni trasformazione o pericolo che minacci questi oggetti carichi di valore magico può quindi mettere gravemente a repentaglio i nostro senso d´identità.";"vt. 1. charger: - i bagagli sul treno
2. embarquer: - i passeggeri sull´areo";;;0;;;1,00;0,00;0,00;0
219;"apprendiménto";;"l´";0;"Una teoria e terapia psicologica che parta dall´idea che fattori archetipici come sesso, aggressione, sentimenti d´inferiorità... altro non siano che acquisizioni degli apprendimenti individuali, e quindi modificabili a piacere, porta alla rimozione dell´";"1. l´étude: l´- del francese
2. l´apprentissage: l´- di un mestiere";;;0;;;1,00;0,00;0,00;0
220;"rimozióne";;"la";0;"Una teoria e terapia psicologica che parta dall´idea che fattori archetipici come sesso, aggressione, sentimenti d´inferiorità... altro non siano che acquisizioni degli apprendimenti individuali, e quindi modificabili a piacere, porta alla rimozione dell´";"1. le déplacement
2. la levée: (fig) la - di un ostacolo 
3. (destituzione) la destitution";;;0;;;1,00;0,00;0,00;0
